,bt_close,bt_volume,bt_day_diff,bt_close_off_high,bt_volatility,eur_exch_rate,jpy_exch_rate,cny_exch_rate,google_trends_bitcoin,avg_block_size,transactions,difficulty,bchain_size,mining_revenue,hash_rate,cost_per_transaction,sp_close,dj_close,nasdaq_close,vix_close,gold_am,silver,oil_price,date
0,0.003396983890061249,0.0008235395601804455,-0.007407407407407408,0.3333333333333333,0.04520634920634921,0.43630650563026707,0.4461170812747315,0.6329964950373483,0.01276597877083251,0.04907099608314007,0.030597536748093485,0.0,0.0,0.005097404178724572,0.06645311210727418,0.06765602136465271,0.4350752385581418,0.3597732113616816,0.4103636613452648,0.1700671189988378,0.4699125901664689,0.3594691710902409,0.46182138750249246,2013-04-28
1,0.003911678418858408,0.0008235395601804455,0.07462686567164178,0.23076923076923078,0.19735607675906183,0.765951256065093,0.4461170812747315,0.6329964950373483,0.011799777504352356,0.04907099608314007,0.030597536748093485,0.0,0.00013600025916436081,0.006480113391792652,0.05977865782414288,0.034945501784412115,0.015114254684272632,0.013173718507946797,0.0016401700888558635,0.14462023739668894,0.9906081239727635,0.9578853046594982,0.8042165107189388,2013-04-29
2,0.0036543311544598284,0.0008235395601804455,-0.034722222222222224,0.5833333333333334,0.16952380952380952,0.7545272284725812,0.8640507632117749,0.6329964950373483,0.008901173704911888,0.10589858082301766,0.05031011528665154,1.56726869142341e-07,0.00028333387325908677,0.004219775254230549,0.04632480686760178,0.022582592444137517,0.018031009127805087,0.01491568378905539,0.006165634747042459,0.13860759270189293,0.9911951162244659,0.9713261648745521,0.7939121165462514,2013-04-30
3,0.002470533738226363,0.0008235395601804455,-0.16546762589928057,0.71875,0.4683247687564234,0.7545272284725812,0.8908385791771329,0.6329964950373483,0.013732180037312667,0.10589858082301766,0.05031011528665154,1.56726869142341e-07,0.00040800077749308244,0.0026469432070906932,0.03368581535430179,0.023340786493521545,0.007078344437949857,0.0034252589410581624,0.0,0.16930377220729392,0.9835642169523364,0.9310035842293907,0.7645386710884755,2013-05-01
4,0.001904369756549488,0.0008235395601804455,-0.09482758620689655,0.6060606060606061,0.5787192118226601,0.7876846099475583,0.8920648289116855,0.8503120056249003,0.013732180037312667,0.11014661323018714,0.07172409963068892,1.56726869142341e-07,0.0005553343915878015,0.001536464629473819,0.020584160047005282,0.0292054416118143,0.018045754742131326,0.014235464732173408,0.008624824109799922,0.14082277282425476,0.9518666353604135,0.905913978494624,0.7995972995380788,2013-05-02
5,0.0014926141335117609,0.0008235395601804455,-0.08490566037735849,0.3793103448275862,0.5565498652291105,0.7662299313907264,0.8920648289116855,0.84139494345815,0.015664582570272978,0.11014661323018714,0.07172409963068892,1.56726869142341e-07,0.0006970013282173448,0.0008390708163559047,0.017486981970062408,0.03158723336440158,0.03044214095170905,0.026018035462388678,0.0165261422852373,0.11740505953779451,1.0,0.9560931899641578,0.8179557029491887,2013-05-03
6,0.0022646559267074993,0.0008235395601804455,0.14285714285714285,0.13043478260869568,0.4774344023323615,0.7662299313907264,0.8920648289116855,0.84139494345815,0.010833576237872202,0.07791125486523091,0.04918425921952427,1.56726869142341e-07,0.0008216682324513405,0.0025213402154143872,0.035211906874718646,0.017973545305716397,0.03044214095170905,0.026018035462388678,0.0165261422852373,0.11740505953779451,1.0,0.9560931899641578,0.8179557029491887,2013-05-04
7,0.002419064285346647,0.0008235395601804455,0.026785714285714284,0.2727272727272727,0.19979591836734692,0.7662299313907264,0.8920648289116855,0.84139494345815,0.009867374971392048,0.07791125486523091,0.04918425921952427,1.56726869142341e-07,0.0009520018141505257,0.0029466094919420446,0.03685458347140208,0.017837360132514933,0.03044214095170905,0.026018035462388678,0.0165261422852373,0.11740505953779451,1.0,0.9560931899641578,0.8179557029491887,2013-05-05
8,0.0022646559267074993,0.0008235395601804455,-0.02608695652173913,0.6666666666666666,0.31840993788819877,0.7642795362630004,0.8920648289116855,0.8462332278666302,0.010833576237872202,0.08175799014916187,0.05649222629202082,1.56726869142341e-07,0.0010880020733148865,0.0037135420637259354,0.03976932252111666,0.0259572803531156,0.03271071775086942,0.025598444474705273,0.01950710244703957,0.11139238466343282,1.0,0.9560931899641578,0.8244699751273245,2013-05-06
9,0.0022131864738277837,0.0008235395601804455,-0.008928571428571428,0.125,0.29061224489795917,0.7642795362630004,0.821776280507748,0.8501838343001173,0.008901173704911888,0.08175799014916187,0.05649222629202082,1.56726869142341e-07,0.0012466690423399707,0.0032569588961679384,0.028910088540483585,0.050176992432547286,0.03894199857560965,0.032823781887036274,0.02026791034981934,0.1167721336859393,0.9683024184080771,0.9112903225806455,0.8183110268861779,2013-05-07
